0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,2,794,381,10,1877,3387,24,2430,70,365,240,5553,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,2,794,381,10,1877,3387,24,2430,70,365,240,64,4,5554,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,77,16,977,13,5555,13,77,5556,57,2,16,32,5557,23,5558,15,5559,1,5560,161,416,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,3,550,2,33,41,3389,19,1878,3390,73,1116,82,9,1117,7,3391,70,115,162,3,3392,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,684,978,366,795,2431,1118,684,2432,1879,1,497,241,192,5561,99,796,2433,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5562,2,258,5563,5564,40,288,7,1284,979,84,2,43,444,86,21,35,23,381,333,16,3393,1525,90,4
0,0,0,0,0,0,0,0,0,0,0,0,0,5565,2,16,206,32,27,5566,6,1880,1526,5567,107,3394,4,445,5568,551,5569,797,69,206,5570,5571,5572,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5573,12,12,3395,276,734,2434,5574,39,873,12,12,300,225,794,9,685,15,10,5575,49,55,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,20,27,735,5576,3396,24,397,32,7,5577,4
0,0,0,0,0,0,0,0,0,0,109,10,265,266,95,21,1119,24,29,18,2,8,21,1527,11,48,45,686,63,1881,11,202,27,472,58,626,1120,5578,19
0,0,0,0,0,0,0,5579,12,12,12,552,311,96,2,5580,2,48,874,980,199,12,12,12,446,8,40,226,6,23,2435,5581,44,553,49,2436,1285,12,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5582,2437,2,734,3397,3,52,18,2,60,5583,59,5584,25,2438,875,1,14,4,5585
0,0,0,0,0,0,0,0,0,0,0,5586,71,579,5,5587,2,43,14,72,81,1121,135,447,8,20,1882,5,447,8,1882,3398,207,1,498,20,63,5588,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,9,18,2,1883,9,334,2,1883,10,3399,2,1883,16,5589,5,5590,15,229,5,416,12,4,5591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,473,56,2439,5592,15,10,26,114,11,5593,10,3400,41,265,3401,4,5594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5595,7,5596,282,5597,2440,8,1884,89,6,52,5598,6,736,798,7,289,37,982,5599,1528,90,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,500,12,38,335,163,64,5600,551,5601,5602,5603,5604,5605,4,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,23,115,32,799,9,108,3,33,627,1122,5,3403,8,5606,132,76,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,324,15,738,96,23,1123,501,1885,5607,1,230,23,290,34,50,110,5608,24,502,2441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,52,28,236,56,153,73,32,28,36,2442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,173,37,99,17,417,49,32,8,301,179,150,1,687,1,302
0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,8,33,16,2443,3,3404,41,5609,8,44,133,739,3405,580,5610,39,241,3,47,22,5,24,2444,5611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,148,63,2445,3,47,22,283,5612,5,5613,40,37,5614,3,5615,2446,19,5616,11,151,53,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,248,1886,2447,15,1286,5617,25,351,24,32,5618,2,15,581,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,35,112,52,3406,113,3407,240,2,43,3408,582
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5619,9,203,2448,17,983,43,15,1887,48,120,5620,8,128,58,215,9,2448,24,983,5,5621,740,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,5622,33,16,84,5623,8,72,3410,7,3411,45,3412,6,52,5624,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5625,2449,15,63,554,2450,94,9,267,3413,25,26,114,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1888,367,10,503,24,18,7,3414,418,73,5626,24,13,29,18,13,1,800,1889,583,1,1529,60,1124,1,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,419,325,5627,5628,5629,3415,11,60,26,22,59
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,52,10,26,22,78,10,26,801,11,69,50,111,984,3416,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,1890,16,3417,104,42,1125,1,1530,42,1125,35,16,336,16,32,16,212,1,3418,16,628,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,5630,3,213,5631,8,5632,40,13,100,39,802,94,1891,13,6,3419,876,13,5633,16,183,32,13,5634
0,0,0,0,0,0,0,0,0,0,0,0,985,312,121,5635,17,1892,3,37,986,19,5636,113,1126,352,1287,2,111,3420,2,43,56,803,111,6,5637,19,3421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,10,504,47,22,4,504,12,1893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,35,41,1127,5638,18,117,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5639,2453,3422,129,1,987,3,8,219,79,2454,1,30,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,9,877,5,1288,33,89,8,5640,585,12,12,12,3423,12,12,804,8,99,2455,194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2456,8,37,1894,2457,2458,6,33,16,5641,5642,20,805,382,20,2459,133,3424,35,6,62,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,3,1289,6,136,7,2460,146,2,68,5,32,2,50,45,268,16,2461,101,277,5643,19,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,143,5644,2,1128,3,3426,326,2,806,5645,5,988,28,36,5646,1,420,1129,398,128,1532,1,30,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5647,5,5648,6,57,122,24,3427,3,2462,53,1,1290,8,27,1533,5649,35,95,5650,1,30,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,3428,17,53,5,40,5651,1896,17,807,39,550,3,23,115,162,5652,9,3429,15,312,124,550,1534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653,28,47,22,1535,474,9,2463,4,80
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,90,57,2,1536,1897,6,1898,7,51,57,21,134,878,1,368,86,2464,1899,20,505,92,4,80
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1,5654,55,2465,6,5655,2,1130,86,21,35,9,1291,25,1537,5656,1,3430,63,5657,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,7,46,291,3431,113,26,22,19,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5658,397,2,161,3432,24,269,226,54,629,278,8,16,32,580,292,5659,303,1,237,990,5660,5661,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,5662,5,5663,5664,171,5665,1292,809,5,1900,5666,1293,77,630,5667,48,5668,5669,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3433,3434,5670,277,5671,6,3435,67,5672,24,1538,67,5673,5674,3436,1901,67,5675,35,23,3437,90,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,51,5676,5677,92,24,1902,1294,7,9,5678,5679,5680,15,16,55,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,741,76,1,46,5681,24,203,5682,5683,53,166,17,3438,15,213,1295,2466,5684,5685
0,0,0,0,0,0,0,0,0,0,0,0,0,555,367,5686,3,383,1296,23,65,3,5687,5,5688,5,133,586,36,5689,41,65,22,11,12,66,5690,12,991
0,0,0,0,0,0,0,0,0,0,0,555,1903,2,421,2467,62,12,422,20,166,150,23,174,1904,17,208,16,62,5,16,129,506,2468,6,1905,70,399,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,3439,50,5691,6,47,22,44,507,23,5692,43,6,20,631,2,27,3440,56,587,11,5693,5694
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441,7,38,29,18,2,15,10,3442,18,25,1131,992,3,105,23,86,5695,448,135,508,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,7,527,631,82,1132,210,5696,2,5697,60,5698,59,13,1539,1540,187,528,78,5699,19,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,6,57,10,259,879,39,5700,3,28,15,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,2,169,475,1906,15,16,2470,143,5701,1,880,37,231,21,37,2471,6,5702,107,993,1,30,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5703,742,1541,5704,3444,54,106,18,25,169,5705,1,5706,40,226,14,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5707,40,1133,1907,6,5708,5709,5710,17,23,260,1,69,9,5711,17,313,1,30,31
