0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,2027,4603,510,1,124,11,67,17,70,1,1131,4604,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,32,4605,3,30,2028,3,4606,2791,13,10,2,4607,669,48,1588,4608,13,156,1589,296,365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,101,4,625,3,80,14,2792,90,4609,2029,2030
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,4610,474,36,984,114,136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,111,1590,4,16,38,2793,59,2,137,2794,2031,12,2,104,11,56,2795,726,1132,58,5,4611,2796,4612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,165,109,310,17,4613,4614,1,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,226,25,2797,121,183,20,2,2032,10,546,381,1133,1134,34,41,5,70,877,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,56,2798,19,227,1591,61,242,26,5,254,138,90,46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,14,82,14,91,476,5,297,76,4616,53,42,878,15,4617,255,1135,476,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,32,24,1592,3,670,21,324,70,46,4
0,0,0,0,0,0,0,0,139,6,626,2033,35,147,1327,627,579,727,9,158,13,2,46,12,5,267,1328,1,728,6,14,66,2034,55,3,44,25,17,879,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,580,6,36,4618,382,880,6,1329,6,10,333,17,200,20,288,6,4619,296,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,85,83,1330,429,8,38,1593,183,790,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,75,4620,477,4621,2799,4622,28,2035,84,4623,90,2800,81,13,348,14,512,2,4624,1331,52,144,4625,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,68,45,179,2801,1332,4626,58,671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4627,32,68,324,14,1136,2036,165,26,2037,11,14,1,18,985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,1333,456,9,2802,105,37,12,196,1,791,334,57,14,44,2,881,1595,2038,58,4629,10,4630,1
0,0,0,0,0,0,0,8,278,19,882,268,581,169,4631,45,197,311,3,2,2803,170,142,125,1596,134,5,430,383,5,46,1,18,18,2039,18,478,18,18,4632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4633,5,2804,17,5,4634,2805,15,2806,1137,1
0,0,0,0,0,0,0,0,0,0,0,0,0,178,38,238,3,259,196,6,10,19,1597,883,1,1334,60,83,401,196,15,513,6,21,4635,4636,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,49,43,92,108,2,884,672,4637,31,4638,20,19,384
0,0,0,0,0,0,0,0,0,0,8,165,2040,17,4639,6,792,8,228,165,44,5,673,12,76,197,38,1,1138,2807,4640,2808,1,1139,13,27,335,112,1140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,514,2,674,121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4641,4642,4,4643,1598,1141,4644,4645,4646,4647,4648,4649,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,243,402,547,1142,986,190,279,4650,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4651,7,9,24,4652,58,4653,1,298,32,88,3,30,3,2809,53,117,2041,269,17,23,1,4654,1599,2810
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,197,228,30,628,25,1335,1,4655,4656,2811,4657,457,206,457,206,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,582,73,247,1336,1336,1600,793
0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,224,68,28,27,2812,12,19,104,324,8,112,3,4658,4659,6,10,2,515,12,54,385,458,1,4660,4661
