0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,2,2,4,1,3,2,1,3,1,2,2,3,5,2,2,1,2,1,1,2,6,5,1,1,2,4,5,2,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,5,2,1,2,2,2,7,8,2,1,8,2,1,1,2,7,5,1,1,1,4,1,2,7,5,2,2,2,2,4,5,1,9,1,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,7,1,10,5,2,5,2,2,1,2,1,7,5,11,12,5,2,7,5,2,13,1,5,2,2,7,14,11,1,2,4,1,10,1,2,2,1,7,2,2,5,2,2,6,2,5,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,2,2,2,13,13,5,2,8,5,7,5,2,2,2,5,2,8,5,2,6,2,2,4,2,13,6,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,1,2,2,2,1,7,2,4,7,5,11,2,4,1,10,1,15,11,2,2,2,1,4,1,13,7,15,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,5,2,2,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,3,1,7,10,5,2,2,1,2,7,16,1,1,2,4,2,15,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,6,1,10,17,5,2,1,6,11,13,5,2,2,5,2,2,3,5,2,10,5,1,1,1,2,6,15,11,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,4,1,1,2,10,4,1,8,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,2,2,2,5,13,11,5,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,18,5,1,2,2,5,1,8,5,1,7,2,2,2,1,2,2,2,2,1,19,6,5,5,2,2,2,1,1,2,2,1,2,1,2,2,1,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,2,2,2,7,5,2,3,13,13,18,17,1,15,2,7,2,2,7,5,2,1,7,13,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,1,3,18,1,20,1,1,1,8,1,1,20,1,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,6,1,1,1,1,1,2,1,1,6,1,1,2,1,1,6,2,6,1,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,7,5,2,5,1,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,21,1,2,15,11,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,2,2,2,7,14,1,20,2,2,1,2,2,2,1,2,2,2,5,2,4,1,10,2,1,7,1,3,5,1,2,2,22,5,1,23,4,22,1,1,23,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,20,5,20,1,5,1,1,11,2,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,7,24,18,5,1,2,4,2,6,1,8,2,2,1,15,11,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,2,7,2,15,5,21,2,2,1,2,2,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,5,2,5,2,7,18,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,7,13,1,1,1,4,1,5,2,5,2,1,7,5,2,2,1,1,1,5,2,4,2
0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,3,5,2,2,2,2,1,1,11,5,2,2,2,1,1,7,3,5,1,2,1,1,7,2,2,2,2,5,2,2,3,5,2,2,5,2,2,1,1,1,1,1,16,2,2,7,5,2,15,1,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,1,4,1,10,1,5,2,7,2,2,2,1,1,2,7,5,2,1,2,8,2,1,2,7,1,3,1,1,2,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,8,5,1,2,2,6,1,2,7,14,10,2,15,5,2,7,16,15,11,1,8,13,1,2,1,1,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,8,2,1,2,2,8,1,16,2,7,5,2,2,2,2,1,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,7,1,7,2,5,2,2,1,2,2,7,5,2,4,2
